City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
290,Taltal,CL,-25.4,-70.4833,60.84,84,0,0.98,clear sky
291,San Patricio,US,28.017,-97.5169,75.2,83,75,10.36,broken clouds
292,Lebanon,US,36.2081,-86.2911,53.01,93,40,5.53,scattered clouds
293,Srivardhan,IN,18.0333,73.0167,88.38,63,78,5.28,broken clouds
294,Verkhnyaya Inta,RU,65.9811,60.3094,44.01,66,100,17.16,overcast clouds
295,Alofi,NU,-19.0595,-169.9187,80.6,83,84,3.44,broken clouds
296,Zlynka,RU,52.4267,31.7378,33.8,80,0,6.71,clear sky
297,Hofn,IS,64.2539,-15.2082,41.97,71,8,10.8,clear sky
298,Makakilo City,US,21.3469,-158.0858,80.01,61,20,8.05,few clouds
299,Omsukchan,RU,62.5333,155.8,20.7,69,100,3.2,overcast clouds
300,Ambilobe,MG,-13.2,49.05,77.25,73,91,3.69,overcast clouds
301,Ibipeba,BR,-11.6408,-42.0111,69.8,79,99,3.91,overcast clouds
302,Gigmoto,PH,13.7796,124.39,82.65,63,67,8.57,broken clouds
303,Pinotepa Nacional,MX,16.3167,-98.0167,78.06,79,84,2.8,broken clouds
304,Vila Franca Do Campo,PT,37.7167,-25.4333,57.2,94,75,11.5,broken clouds
305,North Platte,US,41.1239,-100.7654,63.0,55,1,11.5,clear sky
306,Prince Rupert,CA,54.3161,-130.3201,50.0,66,1,1.88,clear sky
307,Yellandu,IN,17.6,80.3333,95.67,31,96,7.67,overcast clouds
308,Codrington,AU,-38.2667,141.9667,60.28,67,100,11.34,overcast clouds
309,Songea,TZ,-10.6833,35.65,68.0,94,75,1.9,broken clouds
310,Paamiut,GL,61.994,-49.6678,33.31,99,100,6.24,snow
311,Marion,US,39.7684,-86.1555,46.4,53,20,6.91,few clouds
312,Namatanai,PG,-3.6667,152.4333,84.13,68,98,4.72,overcast clouds
313,Kearney,US,40.6995,-99.0815,64.4,67,1,19.57,clear sky
314,Sitka,US,57.0531,-135.33,51.8,43,1,5.75,clear sky
315,Muros,ES,42.7762,-9.0603,53.01,96,15,1.01,few clouds
316,Karak,JO,31.1667,35.75,68.0,45,1,11.5,haze
317,Onega,RU,63.9061,38.1404,35.8,91,100,10.85,overcast clouds
318,Tuatapere,NZ,-46.1333,167.6833,48.0,64,94,18.01,overcast clouds
319,Altay,CN,47.8667,88.1167,43.88,23,42,4.12,scattered clouds
320,Karpathos,GR,35.507,27.2132,60.8,72,20,32.21,few clouds
321,Gaya,IN,24.7833,85.0,96.8,12,1,9.15,clear sky
322,Esperance,AU,-33.8667,121.9,87.8,20,45,10.36,scattered clouds
323,Matara,LK,5.9485,80.5353,86.31,65,85,3.6,overcast clouds
324,Oda,JP,35.1833,132.5,60.8,41,0,14.97,clear sky
325,Ahar,IR,38.4774,47.0699,69.21,26,33,3.6,scattered clouds
326,Ostrovnoy,RU,68.0531,39.5131,31.39,91,100,23.76,light snow
327,Mato Verde,BR,-15.3972,-42.8664,75.15,62,83,4.0,broken clouds
328,Kruisfontein,ZA,-34.0033,24.7314,65.05,48,100,1.88,overcast clouds
329,Shitanjing,CN,39.2342,106.3439,45.52,23,70,28.61,broken clouds
330,Mocuba,MZ,-16.8392,36.9856,70.9,95,24,3.09,few clouds
331,Shingu,JP,33.7333,135.9833,64.4,42,0,18.41,clear sky
332,Cherskiy,RU,68.75,161.3,22.39,75,93,6.71,overcast clouds
333,Moerai,PF,-22.4333,-151.3333,76.93,62,78,7.58,broken clouds
334,Grand Forks,US,47.9417,-97.4337,35.6,100,90,11.5,overcast clouds
335,Itinga,BR,-16.6131,-41.7653,71.65,82,22,2.17,few clouds
336,Maymyo,MM,22.0333,96.4667,100.4,37,20,8.05,few clouds
337,Baindur,IN,13.8667,74.6333,91.42,54,10,5.84,clear sky
338,Kidal,ML,18.4411,1.4078,82.54,8,5,2.64,clear sky
339,Kula,TR,38.5473,28.6498,47.03,90,87,6.6,overcast clouds
340,Benjamin Constant,BR,-4.3831,-70.0311,73.4,100,75,0.92,broken clouds
341,Victoria,HK,22.2855,114.1577,77.0,78,100,5.99,overcast clouds
342,Tullahoma,US,35.362,-86.2094,48.2,93,1,5.79,clear sky
343,Kutum,SD,14.2,24.6667,73.9,13,46,7.96,scattered clouds
344,Port Moresby,PG,-9.4431,147.1797,87.8,66,40,11.5,haze
345,Plouzane,FR,48.3833,-4.6167,44.6,81,90,21.85,overcast clouds
346,Wuwei,CN,37.9281,102.6414,49.44,24,100,5.21,overcast clouds
